P14,3.932785376269476
P6,1.8096984744056637
P17,1.6936038479131843
P10,1.2855183370349736
P22,1.2576754513114534
P3,1.0878903686395929
P15,0.9024240027377671
P4,0.8723353774410613
P9,0.47789381452095026
P21,0.4521449734016971
P7,0.38334797186701963
P5,0.3404518057846587
P12,0.28326590842258303
P2,0.05853734005316643
P23,0.04226117073920245
P19,0.0231296548100071
P16,0.010319859140595605
P24,0.006550838354596278
P1,0.005596679755386419
P11,0.005551529198930473
P20,0.0043107978468492816
P18,0.0012312641554344435
P13,0.00030817104144579676
P8,0.00019813523246917995
